Restr,Index,Valor,Se cumple
Lg,"(2, 1, 2, 2)",0.0,True
Lg,"(2, 1, 2, 3)",-0.0,True
Lg,"(2, 1, 2, 4)",0.0,True
Lg,"(2, 1, 2, 5)",-0.0,True
Lg,"(2, 1, 3, 1)",-0.0,True
Lg,"(2, 1, 3, 2)",-0.0,True
Lg,"(2, 1, 3, 3)",-0.0,True
Lg,"(2, 1, 3, 4)",-0.0,True
Lg,"(2, 1, 3, 5)",-0.0,True
Lg,"(2, 2, 1, 1)",-0.0,True
Lg,"(2, 2, 1, 2)",-0.0,True
Lg,"(2, 2, 1, 3)",-0.0,True
Lg,"(2, 2, 1, 4)",-0.0,True
Lg,"(2, 2, 1, 5)",-0.0,True
Lg,"(2, 2, 2, 1)",0.0,True
Lg,"(2, 2, 2, 3)",0.0,True
Lg,"(2, 2, 2, 4)",-0.0,True
Lg,"(2, 2, 2, 5)",-0.0,True
Lg,"(2, 2, 3, 1)",-0.0,True
Lg,"(2, 2, 3, 2)",-0.0,True
Lg,"(2, 2, 3, 3)",-0.0,True
Lg,"(2, 2, 3, 4)",-0.0,True
Lg,"(2, 2, 3, 5)",-0.0,True
Lg,"(2, 3, 1, 1)",-0.0,True
Lg,"(2, 3, 1, 2)",-0.0,True
Lg,"(2, 3, 1, 3)",-0.0,True
Lg,"(2, 3, 1, 4)",-0.0,True
Lg,"(2, 3, 1, 5)",-0.0,True
Lg,"(2, 3, 2, 1)",-0.0,True
Lg,"(2, 3, 2, 2)",0.0,True
Lg,"(2, 3, 2, 4)",0.0,True
Lg,"(2, 3, 2, 5)",0.0,True
Lg,"(2, 3, 3, 1)",-0.0,True
Lg,"(2, 3, 3, 2)",-0.0,True
Lg,"(2, 3, 3, 3)",-0.0,True
Lg,"(2, 3, 3, 4)",-0.0,True
Lg,"(2, 3, 3, 5)",-0.0,True
Lg,"(2, 4, 1, 1)",-0.0,True
Lg,"(2, 4, 1, 2)",-0.0,True
Lg,"(2, 4, 1, 3)",-0.0,True
Lg,"(2, 4, 1, 4)",-0.0,True
Lg,"(2, 4, 1, 5)",-0.0,True
Lg,"(2, 4, 2, 1)",-0.0,True
Lg,"(2, 4, 2, 2)",0.0,True
Lg,"(2, 4, 2, 3)",0.0,True
Lg,"(2, 4, 2, 5)",0.0,True
Lg,"(2, 4, 3, 1)",-0.0,True
Lg,"(2, 4, 3, 2)",-0.0,True
Lg,"(2, 4, 3, 3)",-0.0,True
Lg,"(2, 4, 3, 4)",-0.0,True
Lg,"(2, 4, 3, 5)",-0.0,True
Lg,"(2, 5, 1, 1)",-0.0,True
Lg,"(2, 5, 1, 2)",-0.0,True
Lg,"(2, 5, 1, 3)",-0.0,True
Lg,"(2, 5, 1, 4)",0.0,True
Lg,"(2, 5, 1, 5)",-0.0,True
Lg,"(2, 5, 2, 1)",0.0,True
Lg,"(2, 5, 2, 2)",0.0,True
Lg,"(2, 5, 2, 3)",0.0,True
Lg,"(2, 5, 2, 4)",0.0,True
Lg,"(2, 5, 3, 1)",-0.0,True
Lg,"(2, 5, 3, 2)",-0.0,True
Lg,"(2, 5, 3, 3)",-0.0,True
Lg,"(2, 5, 3, 4)",0.0,True
Lg,"(2, 5, 3, 5)",-0.0,True
Lg,"(3, 1, 1, 1)",-0.0,True
Lg,"(3, 1, 1, 2)",-0.0,True
Lg,"(3, 1, 1, 3)",-0.0,True
Lg,"(3, 1, 1, 4)",-0.0,True
Lg,"(3, 1, 1, 5)",-0.0,True
Lg,"(3, 1, 2, 1)",-0.0,True
Lg,"(3, 1, 2, 2)",-0.0,True
Lg,"(3, 1, 2, 3)",-0.0,True
Lg,"(3, 1, 2, 4)",-0.0,True
Lg,"(3, 1, 2, 5)",-0.0,True
Lg,"(3, 1, 3, 2)",0.0,True
Lg,"(3, 1, 3, 3)",0.0,True
Lg,"(3, 1, 3, 4)",0.0,True
Lg,"(3, 1, 3, 5)",-0.0,True
Lg,"(3, 2, 1, 1)",-0.0,True
Lg,"(3, 2, 1, 2)",-0.0,True
Lg,"(3, 2, 1, 3)",-0.0,True
Lg,"(3, 2, 1, 4)",-0.0,True
Lg,"(3, 2, 1, 5)",-0.0,True
Lg,"(3, 2, 2, 1)",-0.0,True
Lg,"(3, 2, 2, 2)",-0.0,True
Lg,"(3, 2, 2, 3)",-0.0,True
Lg,"(3, 2, 2, 4)",-0.0,True
Lg,"(3, 2, 2, 5)",-0.0,True
Lg,"(3, 2, 3, 1)",0.0,True
Lg,"(3, 2, 3, 3)",0.0,True
Lg,"(3, 2, 3, 4)",0.0,True
Lg,"(3, 2, 3, 5)",-0.0,True
Lg,"(3, 3, 1, 1)",-0.0,True
Lg,"(3, 3, 1, 2)",-0.0,True
Lg,"(3, 3, 1, 3)",-0.0,True
Lg,"(3, 3, 1, 4)",-0.0,True
Lg,"(3, 3, 1, 5)",-0.0,True
Lg,"(3, 3, 2, 1)",-0.0,True
Lg,"(3, 3, 2, 2)",-0.0,True
Lg,"(3, 3, 2, 3)",-0.0,True
Lg,"(3, 3, 2, 4)",-0.0,True
Lg,"(3, 3, 2, 5)",-0.0,True
Lg,"(3, 3, 3, 1)",0.0,True
Lg,"(3, 3, 3, 2)",0.0,True
Lg,"(3, 3, 3, 4)",-0.0,True
Lg,"(3, 3, 3, 5)",0.0,True
Lg,"(3, 4, 1, 1)",-0.0,True
Lg,"(3, 4, 1, 2)",-0.0,True
Lg,"(3, 4, 1, 3)",-0.0,True
Lg,"(3, 4, 1, 4)",-0.0,True
Lg,"(3, 4, 1, 5)",-0.0,True
Lg,"(3, 4, 2, 1)",-0.0,True
Lg,"(3, 4, 2, 2)",-0.0,True
Lg,"(3, 4, 2, 3)",-0.0,True
Lg,"(3, 4, 2, 4)",-0.0,True
Lg,"(3, 4, 2, 5)",-0.0,True
Lg,"(3, 4, 3, 1)",0.0,True
Lg,"(3, 4, 3, 2)",0.0,True
Lg,"(3, 4, 3, 3)",0.0,True
Lg,"(3, 4, 3, 5)",0.0,True
Lg,"(3, 5, 1, 1)",-0.0,True
Lg,"(3, 5, 1, 2)",-0.0,True
Lg,"(3, 5, 1, 3)",-0.0,True
Lg,"(3, 5, 1, 4)",-0.0,True
Lg,"(3, 5, 1, 5)",-0.0,True
Lg,"(3, 5, 2, 1)",-0.0,True
Lg,"(3, 5, 2, 2)",-0.0,True
Lg,"(3, 5, 2, 3)",-0.0,True
Lg,"(3, 5, 2, 4)",-0.0,True
Lg,"(3, 5, 2, 5)",-0.0,True
Lg,"(3, 5, 3, 1)",0.0,True
Lg,"(3, 5, 3, 2)",0.0,True
Lg,"(3, 5, 3, 3)",0.0,True
Lg,"(3, 5, 3, 4)",0.0,True
comp_1,"(1, 1)",0.0,True
comp_4,"(1, 1)",-0.0,True
comp_1,"(1, 2)",-0.0,True
comp_4,"(1, 2)",-0.0,True
comp_1,"(1, 3)",-0.0,True
comp_4,"(1, 3)",-0.0,True
comp_1,"(1, 4)",-0.0,True
comp_4,"(1, 4)",-0.0,True
comp_1,"(1, 5)",-0.0,True
comp_4,"(1, 5)",-0.0,True
comp_1,"(2, 1)",0.0,True
comp_4,"(2, 1)",-0.0,True
comp_1,"(2, 2)",-0.0,True
comp_4,"(2, 2)",-0.0,True
comp_1,"(2, 3)",-0.0,True
comp_4,"(2, 3)",-0.0,True
comp_1,"(2, 4)",-0.0,True
comp_4,"(2, 4)",-0.0,True
comp_1,"(2, 5)",-0.0,True
comp_4,"(2, 5)",-0.0,True
comp_1,"(3, 1)",0.0,True
comp_4,"(3, 1)",-0.0,True
comp_1,"(3, 2)",-0.0,True
comp_4,"(3, 2)",-0.0,True
comp_1,"(3, 3)",-0.0,True
comp_4,"(3, 3)",-0.0,True
comp_1,"(3, 4)",-0.0,True
comp_4,"(3, 4)",-0.0,True
comp_1,"(3, 5)",-0.0,True
comp_4,"(3, 5)",-0.0,True
comp_2,"(1, 1, 1, 2)",0.0,True
comp_2,"(1, 1, 1, 3)",0.0,True
comp_2,"(1, 1, 1, 4)",0.0,True
comp_2,"(1, 1, 1, 5)",0.0,True
comp_2,"(1, 1, 2, 1)",0.0,True
comp_2,"(1, 1, 2, 2)",0.0,True
comp_2,"(1, 1, 2, 3)",0.0,True
comp_2,"(1, 1, 2, 4)",0.0,True
comp_2,"(1, 1, 2, 5)",0.0,True
comp_2,"(1, 1, 3, 1)",0.0,True
comp_2,"(1, 1, 3, 2)",0.0,True
comp_2,"(1, 1, 3, 3)",0.0,True
comp_2,"(1, 1, 3, 4)",0.0,True
comp_2,"(1, 1, 3, 5)",0.0,True
comp_2,"(1, 2, 1, 1)",0.0,True
comp_2,"(1, 2, 1, 3)",0.0,True
comp_2,"(1, 2, 1, 4)",0.0,True
comp_2,"(1, 2, 1, 5)",0.0,True
comp_2,"(1, 2, 2, 1)",0.0,True
comp_2,"(1, 2, 2, 2)",0.0,True
comp_2,"(1, 2, 2, 3)",0.0,True
comp_2,"(1, 2, 2, 4)",0.0,True
comp_2,"(1, 2, 2, 5)",0.0,True
comp_2,"(1, 2, 3, 1)",0.0,True
comp_2,"(1, 2, 3, 2)",0.0,True
comp_2,"(1, 2, 3, 3)",0.0,True
comp_2,"(1, 2, 3, 4)",0.0,True
comp_2,"(1, 2, 3, 5)",0.0,True
comp_2,"(1, 3, 1, 1)",0.0,True
comp_2,"(1, 3, 1, 2)",0.0,True
comp_2,"(1, 3, 1, 4)",0.0,True
comp_2,"(1, 3, 1, 5)",0.0,True
comp_2,"(1, 3, 2, 1)",0.0,True
comp_2,"(1, 3, 2, 2)",0.0,True
comp_2,"(1, 3, 2, 3)",0.0,True
comp_2,"(1, 3, 2, 4)",0.0,True
comp_2,"(1, 3, 2, 5)",0.0,True
comp_2,"(1, 3, 3, 1)",0.0,True
comp_2,"(1, 3, 3, 2)",0.0,True
comp_2,"(1, 3, 3, 3)",0.0,True
comp_2,"(1, 3, 3, 4)",0.0,True
comp_2,"(1, 3, 3, 5)",0.0,True
comp_2,"(1, 4, 1, 1)",0.0,True
comp_2,"(1, 4, 1, 2)",0.0,True
comp_2,"(1, 4, 1, 3)",0.0,True
comp_2,"(1, 4, 1, 5)",0.0,True
comp_2,"(1, 4, 2, 1)",0.0,True
comp_2,"(1, 4, 2, 2)",0.0,True
comp_2,"(1, 4, 2, 3)",0.0,True
comp_2,"(1, 4, 2, 4)",0.0,True
comp_2,"(1, 4, 2, 5)",0.0,True
comp_2,"(1, 4, 3, 1)",0.0,True
comp_2,"(1, 4, 3, 2)",0.0,True
comp_2,"(1, 4, 3, 3)",0.0,True
comp_2,"(1, 4, 3, 4)",0.0,True
comp_2,"(1, 4, 3, 5)",0.0,True
comp_2,"(1, 5, 1, 1)",0.0,True
comp_2,"(1, 5, 1, 2)",0.0,True
comp_2,"(1, 5, 1, 3)",0.0,True
comp_2,"(1, 5, 1, 4)",0.0,True
comp_2,"(1, 5, 2, 1)",0.0,True
comp_2,"(1, 5, 2, 2)",0.0,True
comp_2,"(1, 5, 2, 3)",0.0,True
comp_2,"(1, 5, 2, 4)",0.0,True
comp_2,"(1, 5, 2, 5)",0.0,True
comp_2,"(1, 5, 3, 1)",0.0,True
comp_2,"(1, 5, 3, 2)",0.0,True
comp_2,"(1, 5, 3, 3)",0.0,True
comp_2,"(1, 5, 3, 4)",0.0,True
comp_2,"(1, 5, 3, 5)",0.0,True
comp_2,"(2, 1, 1, 1)",0.0,True
comp_2,"(2, 1, 1, 2)",0.0,True
comp_2,"(2, 1, 1, 3)",0.0,True
comp_2,"(2, 1, 1, 4)",0.0,True
comp_2,"(2, 1, 1, 5)",0.0,True
comp_2,"(2, 1, 2, 2)",0.0,True
comp_2,"(2, 1, 2, 3)",0.0,True
comp_2,"(2, 1, 2, 4)",0.0,True
comp_2,"(2, 1, 2, 5)",0.0,True
comp_2,"(2, 1, 3, 1)",0.0,True
comp_2,"(2, 1, 3, 2)",0.0,True
comp_2,"(2, 1, 3, 3)",0.0,True
comp_2,"(2, 1, 3, 4)",0.0,True
comp_2,"(2, 1, 3, 5)",0.0,True
comp_2,"(2, 2, 1, 1)",0.0,True
comp_2,"(2, 2, 1, 2)",0.0,True
comp_2,"(2, 2, 1, 3)",0.0,True
comp_2,"(2, 2, 1, 4)",0.0,True
comp_2,"(2, 2, 1, 5)",0.0,True
